,DWT_mean,DWT_std,DWT_energy,DWT_median,DWT_skewness,DWT_kurtosis,Label
0.000161,5.8993E-05,0.00056037,0.000792466,3.8048E-06,1.683527137,10.47781341,0
-0.000032,6.17001E-05,0.000558113,0.00078698,4.34415E-06,1.619422816,9.601822538,0
-0.000605,4.00483E-05,0.000502877,0.000635205,2.81963E-06,0.702910119,8.093341683,0
-0.00018,3.50393E-05,0.000485533,0.000591477,-2.31E-06,0.641193073,8.586783118,0
-0.00031,5.40658E-05,0.000507423,0.000649963,1.96513E-06,1.258595024,8.74272209,0
-0.000119,7.94015E-05,0.000603939,0.000926133,3.38473E-06,2.677577096,14.60168121,0
0.000031,9.15362E-05,0.000650672,0.001077654,-9.80E-07,2.638218295,12.05048677,0
-0.00027,5.0021E-05,0.000502451,0.000636379,1.28343E-06,1.295401619,9.549441544,0
0.000677,7.24962E-05,0.000537073,0.000733082,-4.51E-07,4.370592376,26.1914077,0
0.000655,6.40901E-05,0.000448584,0.000512516,2.87918E-06,3.450950917,17.45105324,0
0.000046.1,5.25866E-05,0.00042464,0.000456978,-6.20E-07,3.281777938,17.65785914,0
0.000129,6.1479E-05,0.00045227,0.000519986,-1.01E-06,3.510777402,20.7547667,0
0.000434,6.60922E-05,0.000473043,0.000569432,-3.64E-07,3.278358587,16.95007854,0
0.000608,5.88844E-05,0.000460158,0.00053717,1.23581E-08,2.860018063,14.90169374,0
-0.000009,6.27614E-05,0.000475499,0.000574175,-7.61E-07,3.404834744,19.27581429,0
0.000507,7.27973E-05,0.000506043,0.000652403,-1.57E-06,3.614075496,19.39123877,0
0.000348,6.96933E-05,0.00049651,0.000627444,-6.65E-07,3.556603046,18.60730064,0
0.000302,8.06834E-05,0.000540974,0.00074671,4.48863E-08,3.938305102,20.64187867,0
0.000955,8.67359E-05,0.000601599,0.000922132,-1.05E-06,4.456389236,24.69280841,0
0.002163,0.000320584,0.001988612,0.010127145,1.3604E-06,6.301963098,42.42421038,1
0.000244,1.26477E-05,0.001103292,0.003038664,-1.92E-07,0.348419475,36.83231808,1
0.001461,5.34035E-05,0.000951529,0.002267015,6.24761E-07,4.376317283,49.53996943,1
0.000452,5.46216E-05,0.000822862,0.001697495,1.24616E-06,2.808116119,37.05900676,1
-0.000175,2.64568E-05,0.000765907,0.001465934,5.63485E-07,3.43492313,46.46632091,1
-0.000712,4.08931E-05,0.000790851,0.001565286,1.89433E-06,3.743170145,44.7531538,1
0.001407,9.0022E-05,0.000862738,0.001878043,1.5368E-06,6.642510328,51.63603049,1
0.001717.1,0.000169919,0.001124394,0.003227662,2.1981E-06,7.0372404,51.98986804,1
0.000037,0.000141823,0.001011563,0.002604261,1.49722E-06,7.463612346,58.70336718,1
-0.000504.1,5.6216E-05,0.000745354,0.001394546,1.11043E-07,6.598736646,60.02244469,1
-0.000477,3.01989E-05,0.000657303,0.001080665,2.77707E-06,5.815942553,58.6679603,1
-0.0003,8.03973E-05,0.000708606,0.001269431,2.18437E-06,6.257464951,47.55097772,1
-0.000028,-6.20E-05,0.000512647,0.000665573,-2.95E-06,-8.658467283,94.87181996,0
-0.000384,-6.68E-05,0.000582232,0.000857273,-2.31E-06,-8.305331072,80.27151185,0
-0.000163,3.29374E-05,0.000325269,0.000266784,-6.73E-07,3.807675297,36.81113778,0
0.00071,0.000104741,0.000611158,0.000959674,6.18778E-07,5.00177593,25.36127935,0
-0.000576,7.82658E-05,0.000645631,0.00105572,-1.04E-06,4.82833554,31.63118726,0
-0.000162,-3.60E-05,0.000420726,0.000445056,-3.00E-06,-7.034672826,74.22084735,0
0.000654,8.89583E-05,0.000602646,0.000926256,1.98093E-07,4.738626159,26.35677876,0
0.000695,9.85453E-05,0.000636937,0.001036838,1.51106E-07,4.735535849,25.01805821,0
0.000001,0.000116167,0.000721818,0.001334154,-1.31E-06,5.215086455,28.7390103,0
0.000409,6.8622E-05,0.000562122,0.000800442,-6.19E-07,5.18327309,33.76911494,0
-0.00025,7.58273E-05,0.000567903,0.000819345,-1.91E-07,5.48165907,34.53542574,0
0.000164,9.27304E-05,0.000604679,0.000934091,4.82037E-07,4.960224792,27.35497348,0
0.000021,3.2502E-05,0.000396865,0.000395762,1.37865E-06,2.55757598,25.28985207,0
0.000399.1,9.19297E-05,0.000586379,0.00087932,-2.76E-07,4.749246983,25.56606933,0
0.000488,5.68468E-05,0.000426981,0.00046312,8.16572E-07,7.111440218,55.1482365,1
0.001405,9.68383E-05,0.000752043,0.001435067,-1.84E-06,7.095215972,64.66106433,1
0.000152,8.14859E-05,0.000630177,0.001007792,-7.66E-07,5.332638667,36.7579706,1
0.00083,3.88226E-05,0.000565526,0.000802033,-2.14E-06,3.698967906,37.35428219,1
0.000733.1,7.42146E-06,0.000820558,0.001680733,-4.84E-07,-0.180374058,9.161657305,0
0.001175,9.16838E-05,0.000965476,0.002347613,3.96816E-06,1.728173914,13.62931784,0
-0.000236,3.99902E-05,0.000871226,0.001898542,-4.58E-08,0.234146117,8.587643309,0
-0.000645,3.9115E-05,0.000851884,0.00181518,2.22407E-06,0.352149886,8.844710582,0
0.000269,3.64472E-05,0.000859048,0.001845273,1.8819E-06,0.209885973,8.107326802,0
0.001066,5.45991E-05,0.000885481,0.001964498,4.14392E-06,0.904865774,13.23467631,0
0.000669,4.15784E-05,0.000897673,0.002015632,1.7716E-06,0.789669094,10.65714399,0
0.000721,5.29452E-05,0.000858741,0.001847637,3.69978E-06,0.465484538,8.530188953,0
0.001596,6.72124E-05,0.000933822,0.002187845,1.09305E-06,1.182146113,10.35552119,0
0.001719,7.72203E-05,0.001005006,0.002535936,1.86558E-06,1.625282151,12.8552706,0
0.000989,7.41649E-05,0.000984696,0.002433916,1.2561E-06,1.906568664,16.1420612,0
0.000534,0.000125486,0.001187288,0.0035578,2.10306E-06,3.833773273,30.70272664,0
0.00071.1,7.27488E-05,0.001491857,0.005568401,-2.06E-06,3.811951468,32.54669016,1
0.001773,1.32355E-05,0.001305417,0.004253905,7.12855E-08,1.508933711,19.99263292,1
-0.001202,4.95574E-05,0.001381626,0.004770718,1.43491E-06,1.653840097,30.00128805,1
0.000688,0.000201945,0.002239216,0.012616955,1.78302E-06,4.89767651,38.50256014,1
-0.002203,-3.58E-05,0.001808008,0.008162345,-1.90E-06,-0.384967759,16.44409378,1
0.000044.1,4.98682E-05,0.001864036,0.008678885,2.05841E-06,0.707036087,13.02157537,1
-0.000947,1.99117E-05,0.001894258,0.008957172,1.06975E-06,0.899545579,14.58974786,1
-0.001092,3.12923E-05,0.001801133,0.008099668,2.72678E-06,0.717948028,16.39578386,1
0.000925,6.95152E-05,0.001847616,0.00853262,1.47902E-06,2.030803963,17.51820257,1
0.001602,8.38991E-05,0.001983825,0.009840727,3.58727E-07,2.455328742,22.73603152,1
0.000312,5.63727E-05,0.00186145,0.008656559,6.33592E-07,0.972242731,10.28991946,1
0.000654.1,7.84214E-05,0.000516759,0.000681882,1.32196E-06,5.173381569,29.28006403,0
0.000655.1,7.1983E-05,0.000517814,0.000682188,2.09099E-06,5.333601892,32.19306942,0
0.000624,6.0354E-05,0.000448103,0.000510279,-8.41E-07,4.912145509,29.04718116,0
0.000639,6.61403E-05,0.00048763,0.000604424,1.11926E-06,5.337139572,33.08965935,0
0.000434.1,4.97398E-05,0.000425345,0.000457747,-7.45E-07,4.956757977,34.11945641,0
0.00024,7.44236E-05,0.00052535,0.000702701,1.33577E-06,6.089573686,41.66704457,0
0.000323,5.90978E-05,0.000462806,0.000543333,4.08903E-07,5.8129017,40.20928759,0
0.000458,5.80273E-05,0.000451728,0.000517733,-1.43E-06,5.733514132,39.94543083,0
-0.000071,6.92799E-05,0.000501507,0.000639747,-1.30E-06,6.099579509,42.66184145,0
0.00005.1,5.91912E-05,0.000461667,0.000540733,-2.51E-07,5.600612835,37.20350149,0
0.000785,5.18042E-05,0.000437812,0.000485131,7.83363E-08,4.762724008,31.48952493,0
0.00054,5.76136E-05,0.000426428,0.00046216,-1.38E-06,5.516125181,36.43033149,0
0.000519,6.54872E-05,0.000487333,0.000603487,-2.43E-06,6.399226323,45.59598933,1
0.000693,6.54217E-05,0.000500482,0.000635887,-2.28E-06,5.858592764,38.85008188,1
0.000652,5.07495E-05,0.000523116,0.00068946,-2.48E-06,5.448510756,41.92561407,1
0.000703,7.23567E-05,0.000541704,0.000745501,-1.25E-06,6.44114596,45.23422954,1
0.000759,8.64268E-05,0.000626699,0.000998951,-1.25E-06,6.533492633,43.84907773,1
-0.000472,3.84904E-05,0.0005194,0.00067706,-1.46E-06,6.060809136,60.29328152,1
-0.000022,4.70587E-05,0.000587249,0.0008663,-2.19E-06,7.190036767,67.55555559,1
0.000943,7.47564E-05,0.000632321,0.001011923,-1.85E-06,5.716348602,40.67879941,1
0.000749,6.33035E-05,0.00051581,0.000674088,7.36043E-07,6.262894208,44.07860865,1
-0.000267,2.5346E-05,0.000456669,0.000522136,3.94138E-07,3.817869337,40.37929694,1
0.000813,7.14592E-05,0.00062,0.000972209,1.43216E-07,5.552096664,41.29688411,1
0.000192,4.77165E-05,0.000550567,0.00076228,-8.09E-07,5.67197078,47.93538677,1
0.000461.1,6.51771E-05,0.000398775,0.00040752,1.31516E-06,5.686367538,34.51101635,0
0.00036,7.38401E-05,0.000437484,0.000491323,-1.18E-06,5.43604789,30.07607738,0
-0.000014,6.11556E-05,0.000399385,0.000407467,2.80683E-07,5.832135624,35.94885668,0
0.000351,4.85053E-05,0.000303954,0.000236472,1.1123E-08,5.031656629,27.91724932,0
0.000346,6.76094E-05,0.000408576,0.000428078,-7.01E-07,5.384848224,29.66031247,0
0.000604,7.95708E-05,0.000475295,0.000579664,9.93034E-07,5.649269258,32.54738424,0
-0.000203,5.12637E-05,0.000348834,0.000310286,7.2707E-07,5.387599375,32.7446483,0
0.000588,7.20795E-05,0.000433844,0.000482766,8.7269E-07,5.599288203,33.15021714,0
0.001175.1,5.71272E-05,0.000702504,0.001239951,1.10723E-06,6.094887598,52.59362441,1
-0.000176,6.74393E-05,0.000617553,0.000963254,1.47869E-06,7.581619609,67.50287403,1
-0.000199,7.55536E-05,0.000708955,0.001268779,1.02667E-06,6.915900062,57.78849956,1
0.001135,8.93782E-05,0.00079892,0.001613071,-2.61E-07,7.604097655,64.00521804,1
0.000351.1,5.57998E-05,0.000591502,0.000881059,-3.10E-07,6.342828312,55.57070422,1
0.000843,3.88694E-05,0.000788463,0.00155547,2.15699E-06,1.021249698,13.06074064,0
-0.000398,3.37853E-05,0.000841176,0.001768961,1.57727E-06,-0.199645425,10.84293824,0
0.000016,3.34541E-05,0.000812111,0.001648967,1.35483E-06,0.59467938,11.10114577,0
0.000228,3.31531E-05,0.000842009,0.001772353,3.50776E-06,0.037977519,9.415389266,0
0.000103,0.00010394,0.000988897,0.002467845,1.31123E-06,1.596353368,10.95009509,0
0.001257,7.91207E-05,0.000905446,0.002061929,4.65929E-06,1.12788705,10.90363112,0
-0.000551,8.64469E-05,0.000938406,0.002216644,2.30122E-06,1.128302537,8.97738291,0
0.001014,5.68464E-05,0.000869721,0.001896077,2.55146E-06,0.684798697,11.51133459,0
-0.000457,7.84424E-05,0.000927796,0.002163927,7.4966E-06,0.723982465,8.262317027,0
0.000879,0.000311383,0.001744517,0.007838187,3.96514E-07,5.327855134,28.36692903,0
0.002776,0.000454331,0.002478478,0.015847775,1.42245E-06,5.154105936,25.24344127,0
0.001101,0.000170576,0.000998311,0.002560198,-3.10E-07,4.975727832,26.26241549,0
0.000266,0.000173954,0.001014469,0.002644282,5.25736E-07,5.160397365,28.19012367,0
0.000218,-0.000123341,0.000836047,0.001782612,-1.72E-06,-5.833564084,40.31993805,0
0.001037,8.92008E-05,0.001317752,0.004354088,9.40773E-06,1.008274834,13.43226626,0
-0.000919,7.8E-05,0.001228217,0.003780445,-1.20E-08,0.1541402,9.133456842,0
0.000434.2,6.60425E-05,0.001245135,0.003880591,4.40359E-06,0.131965661,8.85024485,0
0.001658,8.82716E-05,0.001292072,0.004186396,6.40741E-06,1.330215261,15.64703239,0
-0.000648,6.27106E-05,0.001191315,0.00355222,8.33287E-06,0.244341685,9.173540845,0
0.002056,9.72642E-05,0.00122425,0.003764587,6.97471E-06,0.476344394,8.980991638,0
-0.000661,8.61869E-05,0.001199301,0.003608594,-3.43E-06,0.365205193,9.085684166,0
0.000917,6.72198E-05,0.001173538,0.003448747,-6.78E-07,0.166392315,8.919581956,0
-0.000035,1.54486E-05,0.001248097,0.003888727,-4.63E-07,1.569603568,22.16206772,1
-0.002042,9.93626E-05,0.001474687,0.0054527,-5.67E-07,3.338879277,27.98498968,1
-0.001395,6.29242E-05,0.00123009,0.003786633,-6.28E-07,2.248515923,19.76147595,1
0.001662,0.000114828,0.001635513,0.006709467,-1.56E-08,3.595558056,30.32353464,1
0.002554,9.19633E-05,0.001508243,0.005699004,1.32988E-06,4.054392481,36.27792395,1
0.002891,9.35542E-05,0.001394486,0.004875544,6.41595E-07,2.810852675,26.0209747,1
0.000358,1.14489E-05,0.001320714,0.004354063,-6.57E-06,2.370474975,34.22608955,1
-0.000967,4.19173E-05,0.00131122,0.004295756,-2.80E-06,3.07331775,33.58482349,1
-0.000165,-7.88E-06,0.001247801,0.003886446,1.85694E-06,1.949022394,30.89743001,1
0.001228,3.33173E-05,0.001296122,0.004195878,3.913E-06,3.027101078,33.02258025,1
0.001757,0.000108865,0.00137769,0.004767063,1.90334E-06,3.507040392,29.3369024,1
0.000036,0.000108037,0.00139025,0.00485339,4.0908E-06,4.661098317,39.40727981,1
-0.001756,3.21128E-05,0.00129557,0.004192116,-6.79E-07,1.601524832,29.14607244,1
0.000854.1,5.25944E-05,0.000526743,0.00069944,2.92334E-06,1.445822553,10.78361466,0
0.000486,6.51753E-05,0.000577524,0.000843104,4.45969E-06,2.058091538,13.74867908,0
-0.00002,5.35976E-05,0.000524341,0.000693405,3.36954E-06,1.132894761,8.291992498,0
-0.000408,3.21451E-05,0.000493407,0.000610232,1.19997E-06,0.483042989,8.176004151,0
-0.000349,9.21623E-06,0.000430454,0.000462698,-5.43E-07,0.198197813,9.393912003,0
-0.000107,7.59681E-05,0.000581492,0.000858386,2.44453E-06,2.182830733,10.95976239,0
0.000077,9.80123E-05,0.00066593,0.001130862,1.09003E-06,2.851886183,13.20576423,0
0.000009,5.37097E-05,0.000516273,0.000672478,5.9774E-07,1.427919038,9.558811466,0
0.000029,5.86676E-05,0.000524576,0.000695439,8.48129E-07,1.735105366,9.767640506,0
0.000228.1,5.20481E-05,0.000423234,0.000453862,2.86734E-06,3.084246305,16.35759779,0
